,tableId,rowIndex,rowCounter,subvec_std,subvec_std_issue_parsed,subvec
122,02db9f91-572a-44af-9858-4add101353c1,12,6.0,,,
123,02db9f91-572a-44af-9858-4add101353c1,12,7.0,,,
124,02db9f91-572a-44af-9858-4add101353c1,12,8.0,,,
125,02db9f91-572a-44af-9858-4add101353c1,13,1.0,,"[""Weed""]",['Weed']
126,02db9f91-572a-44af-9858-4add101353c1,13,2.0,,,
127,02db9f91-572a-44af-9858-4add101353c1,13,3.0,,,
128,02db9f91-572a-44af-9858-4add101353c1,13,4.0,,,
129,02db9f91-572a-44af-9858-4add101353c1,13,5.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
130,02db9f91-572a-44af-9858-4add101353c1,13,6.0,,,
131,02db9f91-572a-44af-9858-4add101353c1,13,7.0,,,
132,02db9f91-572a-44af-9858-4add101353c1,14,1.0,,"[""Weed""]",['Weed']
133,02db9f91-572a-44af-9858-4add101353c1,14,2.0,,,
134,02db9f91-572a-44af-9858-4add101353c1,14,3.0,,,
135,02db9f91-572a-44af-9858-4add101353c1,14,4.0,,,
136,02db9f91-572a-44af-9858-4add101353c1,14,5.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
137,02db9f91-572a-44af-9858-4add101353c1,14,6.0,,,
138,02db9f91-572a-44af-9858-4add101353c1,14,7.0,,,
139,02db9f91-572a-44af-9858-4add101353c1,15,1.0,,"[""Weed""]",['Weed']
140,02db9f91-572a-44af-9858-4add101353c1,15,2.0,,,
141,02db9f91-572a-44af-9858-4add101353c1,15,3.0,,,
142,02db9f91-572a-44af-9858-4add101353c1,15,4.0,,,
143,02db9f91-572a-44af-9858-4add101353c1,15,5.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
144,02db9f91-572a-44af-9858-4add101353c1,15,6.0,,,
145,02db9f91-572a-44af-9858-4add101353c1,15,7.0,,,
146,02db9f91-572a-44af-9858-4add101353c1,16,1.0,,"[""Weed""]",['Weed']
147,02db9f91-572a-44af-9858-4add101353c1,16,2.0,,,
148,02db9f91-572a-44af-9858-4add101353c1,16,3.0,,,
149,02db9f91-572a-44af-9858-4add101353c1,16,4.0,,,
150,02db9f91-572a-44af-9858-4add101353c1,16,5.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
151,02db9f91-572a-44af-9858-4add101353c1,16,6.0,,,
152,02db9f91-572a-44af-9858-4add101353c1,16,7.0,,,
153,02db9f91-572a-44af-9858-4add101353c1,17,1.0,,,
154,02db9f91-572a-44af-9858-4add101353c1,18,1.0,,"[""Erosion""]",['Erosion']
155,02db9f91-572a-44af-9858-4add101353c1,18,2.0,,,
156,02db9f91-572a-44af-9858-4add101353c1,18,3.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
157,02db9f91-572a-44af-9858-4add101353c1,18,4.0,,,
158,02db9f91-572a-44af-9858-4add101353c1,19,1.0,,,
159,02db9f91-572a-44af-9858-4add101353c1,19,2.0,,,
160,02db9f91-572a-44af-9858-4add101353c1,19,3.0,,,
161,02db9f91-572a-44af-9858-4add101353c1,19,4.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
162,02db9f91-572a-44af-9858-4add101353c1,19,5.0,,,
163,02db9f91-572a-44af-9858-4add101353c1,20,1.0,,,
164,02db9f91-572a-44af-9858-4add101353c1,21,1.0,,,
165,02db9f91-572a-44af-9858-4add101353c1,22,1.0,,,
166,02db9f91-572a-44af-9858-4add101353c1,23,1.0,,"[""Weed""]",['Weed']
167,02db9f91-572a-44af-9858-4add101353c1,23,2.0,,,
168,02db9f91-572a-44af-9858-4add101353c1,23,3.0,,,
169,02db9f91-572a-44af-9858-4add101353c1,23,4.0,,,
170,02db9f91-572a-44af-9858-4add101353c1,23,5.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
171,02db9f91-572a-44af-9858-4add101353c1,23,6.0,,,
172,02db9f91-572a-44af-9858-4add101353c1,23,7.0,,,
173,02db9f91-572a-44af-9858-4add101353c1,23,8.0,,,
174,02db9f91-572a-44af-9858-4add101353c1,24,1.0,,,
175,02db9f91-572a-44af-9858-4add101353c1,25,1.0,,,
176,02db9f91-572a-44af-9858-4add101353c1,26,1.0,,"[""Weed""]",['Weed']
177,02db9f91-572a-44af-9858-4add101353c1,26,2.0,,,
178,02db9f91-572a-44af-9858-4add101353c1,26,3.0,,,
179,02db9f91-572a-44af-9858-4add101353c1,26,4.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
180,02db9f91-572a-44af-9858-4add101353c1,26,5.0,,,
181,02db9f91-572a-44af-9858-4add101353c1,26,6.0,,,
182,02db9f91-572a-44af-9858-4add101353c1,27,1.0,,,
183,02db9f91-572a-44af-9858-4add101353c1,27,2.0,,,
184,02db9f91-572a-44af-9858-4add101353c1,28,1.0,,"[""Weed""]",['Weed']
185,02db9f91-572a-44af-9858-4add101353c1,28,2.0,,,
186,02db9f91-572a-44af-9858-4add101353c1,28,3.0,,,
187,02db9f91-572a-44af-9858-4add101353c1,28,4.0,,,
188,02db9f91-572a-44af-9858-4add101353c1,28,5.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
189,02db9f91-572a-44af-9858-4add101353c1,28,6.0,,,
190,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,1.0,,,
191,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,2.0,,,
192,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,3.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
193,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,4.0,,"[""Weed""]",['Weed']
194,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,5.0,,,
195,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,6.0,,"[""Vegetation Establishment""]",['Vegetation Establishment']
196,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,7.0,,"[""Weed""]",['Weed']
197,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,8.0,,"[""Subsidence""]",['Subsidence']
198,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,9.0,,,
199,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,10.0,,,
200,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,11.0,,,
201,03bfc26a-c6d0-4761-b8f5-47acf2290d02,1,12.0,,,
202,03bfc26a-c6d0-4761-b8f5-47acf2290d02,2,1.0,,,
203,03bfc26a-c6d0-4761-b8f5-47acf2290d02,2,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
204,03bfc26a-c6d0-4761-b8f5-47acf2290d02,2,3.0,,"[""Weed""]",['Weed']
205,03bfc26a-c6d0-4761-b8f5-47acf2290d02,3,1.0,,,
206,03bfc26a-c6d0-4761-b8f5-47acf2290d02,3,2.0,,"[""Vegetation Establishment""]",['Vegetation Establishment']
207,03bfc26a-c6d0-4761-b8f5-47acf2290d02,3,3.0,,"[""Weed""]",['Weed']
208,03bfc26a-c6d0-4761-b8f5-47acf2290d02,3,4.0,,"[""Subsidence""]",['Subsidence']
209,03bfc26a-c6d0-4761-b8f5-47acf2290d02,3,5.0,,,
210,03bfc26a-c6d0-4761-b8f5-47acf2290d02,3,6.0,,,
211,03bfc26a-c6d0-4761-b8f5-47acf2290d02,3,7.0,,,
212,03bfc26a-c6d0-4761-b8f5-47acf2290d02,3,8.0,,,
213,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,1.0,,,
214,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
215,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,3.0,,,
216,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,4.0,,"[""Weed""]",['Weed']
217,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,5.0,,,
218,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,6.0,,"[""Vegetation Establishment""]",['Vegetation Establishment']
219,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,7.0,,"[""Weed""]",['Weed']
220,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,8.0,,"[""Subsidence""]",['Subsidence']
221,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,9.0,,,
222,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,10.0,,,
223,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,11.0,,,
224,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,12.0,,,
225,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,13.0,,,
226,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,14.0,,"[""Vegetation Establishment""]",['Vegetation Establishment']
227,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,15.0,,"[""Weed""]",['Weed']
228,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,16.0,,"[""Subsidence""]",['Subsidence']
229,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,17.0,,,
230,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,18.0,,,
231,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,19.0,,,
232,03bfc26a-c6d0-4761-b8f5-47acf2290d02,4,20.0,,,
233,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,1.0,,,
234,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
235,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,3.0,,"[""Weed""]",['Weed']
236,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,4.0,,,
237,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,5.0,,"[""Vegetation Establishment""]",['Vegetation Establishment']
238,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,6.0,,"[""Weed""]",['Weed']
239,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,7.0,,"[""Subsidence""]",['Subsidence']
240,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,8.0,,,
241,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,9.0,,,
242,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,10.0,,,
243,03bfc26a-c6d0-4761-b8f5-47acf2290d02,5,11.0,,,
244,03bfc26a-c6d0-4761-b8f5-47acf2290d02,6,1.0,,,
245,03bfc26a-c6d0-4761-b8f5-47acf2290d02,6,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
246,03bfc26a-c6d0-4761-b8f5-47acf2290d02,6,3.0,,"[""Weed""]",['Weed']
247,03bfc26a-c6d0-4761-b8f5-47acf2290d02,6,4.0,,,
248,03bfc26a-c6d0-4761-b8f5-47acf2290d02,7,1.0,,,
249,03bfc26a-c6d0-4761-b8f5-47acf2290d02,7,2.0,,,
250,03bfc26a-c6d0-4761-b8f5-47acf2290d02,7,3.0,,"[""Weed""]",['Weed']
251,03bfc26a-c6d0-4761-b8f5-47acf2290d02,7,4.0,,,
252,03bfc26a-c6d0-4761-b8f5-47acf2290d02,8,1.0,,,
253,03bfc26a-c6d0-4761-b8f5-47acf2290d02,8,2.0,,,
254,03bfc26a-c6d0-4761-b8f5-47acf2290d02,8,3.0,,,
255,03bfc26a-c6d0-4761-b8f5-47acf2290d02,8,4.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
256,03bfc26a-c6d0-4761-b8f5-47acf2290d02,8,5.0,,,
257,03bfc26a-c6d0-4761-b8f5-47acf2290d02,8,6.0,,"[""Weed""]",['Weed']
258,03bfc26a-c6d0-4761-b8f5-47acf2290d02,8,7.0,,,
259,03bfc26a-c6d0-4761-b8f5-47acf2290d02,9,1.0,,,
260,03bfc26a-c6d0-4761-b8f5-47acf2290d02,9,2.0,,,
261,03bfc26a-c6d0-4761-b8f5-47acf2290d02,9,3.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
262,03bfc26a-c6d0-4761-b8f5-47acf2290d02,9,4.0,,"[""Weed""]",['Weed']
263,03bfc26a-c6d0-4761-b8f5-47acf2290d02,9,5.0,,,
264,03bfc26a-c6d0-4761-b8f5-47acf2290d02,10,1.0,,,
265,03bfc26a-c6d0-4761-b8f5-47acf2290d02,10,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
266,03bfc26a-c6d0-4761-b8f5-47acf2290d02,10,3.0,,"[""Weed""]",['Weed']
267,03bfc26a-c6d0-4761-b8f5-47acf2290d02,10,4.0,,,
268,03bfc26a-c6d0-4761-b8f5-47acf2290d02,11,1.0,,,
269,03bfc26a-c6d0-4761-b8f5-47acf2290d02,11,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
270,03bfc26a-c6d0-4761-b8f5-47acf2290d02,11,3.0,,"[""Weed""]",['Weed']
271,03bfc26a-c6d0-4761-b8f5-47acf2290d02,12,1.0,,,
272,03bfc26a-c6d0-4761-b8f5-47acf2290d02,12,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
273,03bfc26a-c6d0-4761-b8f5-47acf2290d02,12,3.0,,,
274,03bfc26a-c6d0-4761-b8f5-47acf2290d02,12,4.0,,"[""Weed""]",['Weed']
275,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,1.0,,,
276,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
277,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,3.0,,,
278,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,4.0,,"[""Weed""]",['Weed']
279,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,5.0,,,
280,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,6.0,,"[""Weed"", ""Vegetation Establishment""]","['Weed', 'Vegetation Establishment']"
281,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,7.0,,"[""Subsidence""]",['Subsidence']
282,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,8.0,,,
283,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,9.0,,,
284,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,10.0,,,
285,03bfc26a-c6d0-4761-b8f5-47acf2290d02,13,11.0,,,
286,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,1.0,,,
287,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
288,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,3.0,,"[""Weed""]",['Weed']
289,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,4.0,,,
290,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,5.0,,"[""Weed"", ""Vegetation Establishment""]","['Weed', 'Vegetation Establishment']"
291,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,6.0,,"[""Subsidence""]",['Subsidence']
292,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,7.0,,,
293,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,8.0,,,
294,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,9.0,,,
295,03bfc26a-c6d0-4761-b8f5-47acf2290d02,14,10.0,,,
296,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,1.0,,,
297,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
298,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,3.0,,"[""Weed""]",['Weed']
299,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,4.0,,,
300,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,5.0,,,
301,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,6.0,,"[""Vegetation Establishment""]",['Vegetation Establishment']
302,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,7.0,,"[""Weed""]",['Weed']
303,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,8.0,,"[""Subsidence""]",['Subsidence']
304,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,9.0,,,
305,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,10.0,,,
306,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,11.0,,,
307,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,12.0,,,
308,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,13.0,,,
309,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,14.0,,"[""Vegetation Establishment""]",['Vegetation Establishment']
310,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,15.0,,"[""Subsidence""]",['Subsidence']
311,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,16.0,,,
312,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,17.0,,,
313,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,18.0,,,
314,03bfc26a-c6d0-4761-b8f5-47acf2290d02,15,19.0,,,
315,03bfc26a-c6d0-4761-b8f5-47acf2290d02,16,1.0,,,
316,03bfc26a-c6d0-4761-b8f5-47acf2290d02,16,2.0,,"[""Erosion"", ""Subsidence""]","['Erosion', 'Subsidence']"
317,03bfc26a-c6d0-4761-b8f5-47acf2290d02,16,3.0,,"[""Weed""]",['Weed']
318,03bfc26a-c6d0-4761-b8f5-47acf2290d02,16,4.0,,,
319,03bfc26a-c6d0-4761-b8f5-47acf2290d02,17,1.0,,,
320,03bfc26a-c6d0-4761-b8f5-47acf2290d02,17,2.0,,,
