tableId,rowIndex,content,issue_pri,issue_sec,land_use,loc_coord,loc_kp,loc_mer,loc_other,loc_tract,loc_utm,status_bin,status_txt,vec_pri,vec_sec,location,status,vec_simple,subvec_simple
0114daa6-c048-4081-b4cf-7a9d7461fa44,12,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Disturbed", "Subsidence (Moderate)", "KP 2+640", "Subsidence area 30 cm deep and 40 m long on the ROW  ", "Repair and monitor in 2018.", "<s>Resolved </s>–repaired in August 2017"]]","Subsidence (Moderate)",NULL,Disturbed,NULL,"KP 2+640",NULL,NULL,NULL,NULL,"<s>Resolved </s>–repaired in August 2017","Repair and monitor in 2018.","Subsidence (Moderate)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,13,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Subsidence (Moderate)", "KP 3+240", "Subsidence area 20 cm deep and 30 m long on the ROW  ", "Repair and monitor in 2018.", "Unresolved"]]","Subsidence (Moderate)",NULL,Cultivated,NULL,"KP 3+240",NULL,NULL,NULL,NULL,Unresolved,"Repair and monitor in 2018.","Subsidence (Moderate)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,14,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Disturbed", "<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)", "KP 4+660", "Slopes at the watercourse crossing KP 4+661.9 are stable and well vegetated, no  terrain instability Revetment posts are stable  Sediment fence is in good condition, but is no longer required and should be  removed Good first-year plant growth for this watercourse  ", "Remove sediment fencing.", "Resolved"]]","<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)",NULL,Disturbed,NULL,"KP 4+660",NULL,NULL,NULL,NULL,Resolved,"Remove sediment fencing.","<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)",NULL,NULL,NULL,water,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,15,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Weeds (Moderate)", "KP 4+805", "Creeping thistle (Cirsium arvense), bull thistle (Cirsium vulgare), scentless  chamomile, and perennial sow thistle are present at moderate to high densities Weeds will be controlled through normal agricultural practices by the landowner ", "Monitor in 2018. No action required. Normal farming practices will control weeds.", "Unresolved"]]","Weeds (Moderate)",NULL,Cultivated,NULL,"KP 4+805",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. No action required. Normal farming practices will control weeds.","Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,16,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)", "KP 4+830", "Minor terrain instability; erosion along the sediment fence on north side of the  watercourse Revetment posts are stable  Good first-year plant growth for this watercourse crossing ", "Repair erosion and monitor in 2018.", "Unresolved"]]","<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)",NULL,Cultivated,NULL,"KP 4+830",NULL,NULL,NULL,NULL,Unresolved,"Repair erosion and monitor in 2018.","<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)",NULL,NULL,NULL,water,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,17,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated/ Disturbed", "Topsoil Thickness and Subsidence (Moderate)", "KP 4+840 to KP 5+200", "Topsoil not replaced through this interval  Uneven distribution of subsoil causing subsidence along the ROW  Perennial sow thistle is present both on and off the ROW ", "Area has ongoing development. Monitor in 2018 and determine if landowner would like topsoil replaced.", "Unresolved"]]","Topsoil Thickness and Subsidence (Moderate)",NULL,"Cultivated/ Disturbed",NULL,"KP 4+840 to KP 5+200",NULL,NULL,NULL,NULL,Unresolved,"Area has ongoing development. Monitor in 2018 and determine if landowner would like topsoil replaced.","Topsoil Thickness and Subsidence (Moderate)",NULL,NULL,NULL,soil,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,18,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated/ Disturbed", "Surface Drainage (Low)", "KP 4+960 to KP 5+200", "Ponding, minor erosion, and deposition observed throughout the interval ", "Monitor in 2018. Land use is not affected.", "Unresolved"]]","Surface Drainage (Low)",NULL,"Cultivated/ Disturbed",NULL,"KP 4+960 to KP 5+200",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. Land use is not affected.","Surface Drainage (Low)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,19,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated/ Disturbed", "Weeds (High)", "KP 4+960 to KP 5+200", "Multiple weed species (creeping thistle, perennial sow thistle, Queen Anne's lace  [Daucus carota], dandelion [Taraxacum officinalis]) are present both on and off-ROW Area was not seeded ", "Seed area and monitor in 2018. Control weeds as required.", "Unresolved"]]","Weeds (High)",NULL,"Cultivated/ Disturbed",NULL,"KP 4+960 to KP 5+200",NULL,NULL,NULL,NULL,Unresolved,"Seed area and monitor in 2018. Control weeds as required.","Weeds (High)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,20,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Erosion (High)", "KP 5+090", "Erosion gulley up to 45 cm deep and 30 m long on the ROW  Farming practices may resolve this issue; monitor to verify ", "Monitor in 2018 and repair erosion", "<s>Resolved </s>–repaired in August 2017"]]","Erosion (High)",NULL,Cultivated,NULL,"KP 5+090",NULL,NULL,NULL,NULL,"<s>Resolved </s>–repaired in August 2017","Monitor in 2018 and repair erosion","Erosion (High)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,21,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Wetland", "Wetland (NA)", "KP 5+220", "European buckthorn (Rhamnus cathartica), purple loosestrife (Lythrum salicaria),  and common reed are present in wetland Terrain and vegetation not affected by pipeline construction ", "<s>None </s>–<s> pipeline was </s>directionally drilled and had no impact on the vegetation.", "No issue"]]","Wetland (NA)",NULL,Wetland,NULL,"KP 5+220",NULL,NULL,NULL,NULL,"No issue","<s>None </s>–<s> pipeline was </s>directionally drilled and had no impact on the vegetation.","Wetland (NA)",NULL,NULL,NULL,wetlands,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,22,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Disturbed/ Cultivated", "Compaction (Low)", "KP 5+680 to KP 5+800", "Sparse vegetation cover due to compaction  Trace covers of native vegetation   Weedy species include Queen Anne's lace, lamb's quarters (Chenopodium  album), and common ragweed (Ambrosia artemisiifolia)", "Monitor in 2018. If compaction continues to affect vegetation establishment, mitigation may be required.", "Unresolved"]]","Compaction (Low)",NULL,"Disturbed/ Cultivated",NULL,"KP 5+680 to KP 5+800",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. If compaction continues to affect vegetation establishment, mitigation may be required.","Compaction (Low)",NULL,NULL,NULL,soil,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,23,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (High)", "KP 5+825", "Erosion channel 30 cm deep at the ditch line and up to 40 cm was observed  outside the ROW at KP 5+525.5 Good first-year plant growth for this watercourse crossing ", "Repair erosion and monitor in 2018.", "Unresolved"]]","<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (High)",NULL,Cultivated,NULL,"KP 5+825",NULL,NULL,NULL,NULL,Unresolved,"Repair erosion and monitor in 2018.","<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (High)",NULL,NULL,NULL,water,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,24,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated/Wetland", "Plant Growth (Moderate)", "KP 5+895 to KP 6+540", "Graminoid species seeded on ROW  Trace covers of native vegetation  Vegetation cover on ROW (all species) >80 % of cover off-ROW   Vegetation beginning to establish; more time is required for desirable plant growth ", "Monitor in 2018. Low vegetation establishment is consistent with Year 1 expectations.", "Unresolved"]]","Plant Growth (Moderate)",NULL,Cultivated/Wetland,NULL,"KP 5+895 to KP 6+540",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. Low vegetation establishment is consistent with Year 1 expectations.","Plant Growth (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,25,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)", "KP 5+895", "Erosion channel 15 cm deep at the ditch line and up to 30 cm was observed off  the ROW Good first-year plant growth for this watercourse crossing  Two individuals of common tansy (Tanacetum vulgare) identified ", "Monitor in 2018. No risk to the environment is currently posed.", "Unresolved"]]","<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)",NULL,Cultivated,NULL,"KP 5+895",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. No risk to the environment is currently posed.","<s>Watercourse </s>–Tributary of Rainbow Creek – Erosion (Moderate)",NULL,NULL,NULL,water,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,26,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Weeds (Low)", "KP 6+100 to KP 6+200", "Perennial sow thistle is present in a dense patch (~14 individuals per square  metre); bull thistle is also present in trace amounts Weeds will be controlled through normal agricultural practices by the landowner ", "Monitor in 2018. No action required. Normal farming practices will control weeds.", "Unresolved"]]","Weeds (Low)",NULL,Cultivated,NULL,"KP 6+100 to KP 6+200",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. No action required. Normal farming practices will control weeds.","Weeds (Low)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,27,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Wetland", "Weeds (Moderate)", "KP 6+383 to KP 6+418", "Perennial sow thistle and purple loosestrife   Perennial sow thistle also present off the ROW ", "Monitor in 2018 and implement weed control as required.", "Unresolved"]]","Weeds (Moderate)",NULL,Wetland,NULL,"KP 6+383 to KP 6+418",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018 and implement weed control as required.","Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,28,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Wetland", "Surface Drainage (Low)", "KP 6+490", "Ponding observed in wetland (only on ROW) ", "Monitor in 2018. Ponding is not affecting land use.", "Unresolved"]]","Surface Drainage (Low)",NULL,Wetland,NULL,"KP 6+490",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. Ponding is not affecting land use.","Surface Drainage (Low)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,29,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Wetland", "Wetland (NA)", "KP 6+457 to KP 6+506", "Small wetland is on an acceptable trajectory of reaching pre-construction  functional conditions Pre-construction contours are restored  Appropriate wetland species are beginning to establish ", "None.", "Resolved"]]","Wetland (NA)",NULL,Wetland,NULL,"KP 6+457 to KP 6+506",NULL,NULL,NULL,NULL,Resolved,None.,"Wetland (NA)",NULL,NULL,NULL,wetlands,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,30,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested", "Weeds (Moderate)", "KP 6+580", "Common ragweed (Ambrosia artemisiifolia) identified near pipeline markers on  ROW", "Monitor in 2018 and implement weed control as required.", "Unresolved"]]","Weeds (Moderate)",NULL,Forested,NULL,"KP 6+580",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018 and implement weed control as required.","Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,31,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested /Wetland", "Erosion and Subsidence (Moderate)", "KP 6+675 to KP 6+785", "Subsidence observed on trench line 15 to 20 cm deep  Rutting caused by farm equipment across ROW  Ponding observed on and off-ROW ", "Monitor in 2018. Subsidence and ponding are not affecting land use or pipe integrity.", "Unresolved"]]","Erosion and Subsidence (Moderate)",NULL,"Forested /Wetland",NULL,"KP 6+675 to KP 6+785",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. Subsidence and ponding are not affecting land use or pipe integrity.","Erosion and Subsidence (Moderate)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,32,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Wetland (NA)", "KP 6+805", "Small wetland is on an acceptable trajectory to reach pre-construction conditions  Pre-construction contours restored  Appropriate wetland species are beginning to establish  Access roads constructed for overhead powerlines affected wetland size and type ", "None.", "Resolved"]]","Wetland (NA)",NULL,Cultivated,NULL,"KP 6+805",NULL,NULL,NULL,NULL,Resolved,None.,"Wetland (NA)",NULL,NULL,NULL,wetlands,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,33,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Wetland (NA)", "KP 6+830", "Previously reported wetland not observed on ROW; filled by third party ", "None.", "Resolved"]]","Wetland (NA)",NULL,Cultivated,NULL,"KP 6+830",NULL,NULL,NULL,NULL,Resolved,None.,"Wetland (NA)",NULL,NULL,NULL,wetlands,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,34,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated/ Forested/ Wetland", "Wetland – Weeds (Moderate)", "KP 6+850 to KP 7+000", "Small wetland is on an acceptable trajectory to reach pre-construction functional  conditions Pre-construction contours restored  Appropriate wetland species are beginning to establish  Bull thistle (trace), perennial sow thistle (six individuals per square meter in small  patch), and creeping thistle (four individuals per square meter in small patch)", "Monitor in 2018 and implement weed control as required.", "Unresolved"]]","Wetland – Weeds (Moderate)",NULL,"Cultivated/ Forested/ Wetland",NULL,"KP 6+850 to KP 7+000",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018 and implement weed control as required.","Wetland – Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,35,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested/ Cultivated", "Weeds (Low)", "KP 7+000 to KP 7+175", "Creeping thistle present  Weeds will be controlled through normal agricultural practices by the landowner ", "Monitor in 2018. No action required. Normal farming practices will control weeds.", "Unresolved"]]","Weeds (Low)",NULL,"Forested/ Cultivated",NULL,"KP 7+000 to KP 7+175",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. No action required. Normal farming practices will control weeds.","Weeds (Low)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,36,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Erosion (Moderate)", "KP 7+515 to KP 7+900", "Major rutting by farm equipment across ROW  Subsidence at cathodic protection poles up to 30 cm deep  Ponding on and off the ROW  Erosion rills 20 cm deep and 20 m long are present on ROW ", "Repair erosion and monitor in 2018.", "Unresolved"]]","Erosion (Moderate)",NULL,Cultivated,NULL,"KP 7+515 to KP 7+900",NULL,NULL,NULL,NULL,Unresolved,"Repair erosion and monitor in 2018.","Erosion (Moderate)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,37,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Wetland", "KP 8+693 to KP 9+050", "Previously reported wetland was not observed on ROW ", "None.", "Resolved"]]",Wetland,NULL,Cultivated,NULL,"KP 8+693 to KP 9+050",NULL,NULL,NULL,NULL,Resolved,None.,Wetland,NULL,NULL,NULL,wetlands,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,38,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Subsidence (High) and Weeds (Moderate)", "KP 8+850", "Two sinkholes 1 m by 2 m up to 50 cm deep   Common ragweed and creeping thistle are present (up to three individuals per  square metre) Weeds will be controlled through normal agricultural practices by the landowner ", "Repair erosion and monitor in 2018. Normal farming practices will control weeds.", "Resolved –  repaired in August 2017"]]","Subsidence (High) and Weeds (Moderate)",NULL,Cultivated,NULL,"KP 8+850",NULL,NULL,NULL,NULL,"Resolved –  repaired in August 2017","Repair erosion and monitor in 2018. Normal farming practices will control weeds.","Subsidence (High) and Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,39,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated/ Forested", "Subsidence and Erosion (Moderate)", "KP 8+970 to KP 9+100", "Multiple areas of minor subsidence on the ROW  Subsidence at cathodic protection poles  Erosion rills up to 20 cm deep and 30-40 m long  ", "Repair and monitor in 2018.", "Resolved –  repaired in August 2017"]]","Subsidence and Erosion (Moderate)",NULL,"Cultivated/ Forested",NULL,"KP 8+970 to KP 9+100",NULL,NULL,NULL,NULL,"Resolved –  repaired in August 2017","Repair and monitor in 2018.","Subsidence and Erosion (Moderate)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,40,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Weeds (Low)", "KP 9+100", "Dense creeping thistle is present off-ROW (100 % cover), in work area  Weeds will be controlled through normal agricultural practices by the landowner ", "Monitor in 2018. Normal farming practices will control weeds.", "Unresolved"]]","Weeds (Low)",NULL,Cultivated,NULL,"KP 9+100",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. Normal farming practices will control weeds.","Weeds (Low)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,41,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Subsidence (High)", "KP 10+420", "Subsidence area 2 m x 10 m x 0.5 m was observed  Area was fenced and marked ", "Monitor in 2018.", "Resolved –  repaired in August 2017"]]","Subsidence (High)",NULL,Cultivated,NULL,"KP 10+420",NULL,NULL,NULL,NULL,"Resolved –  repaired in August 2017","Monitor in 2018.","Subsidence (High)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,42,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Cultivated", "Erosion (Low)", "KP 10+420 to  KP 10+730", "Sediment fence and erosion control materials are in good condition  Minor erosion rills upslope from the sediment fence  Subsidence at cathodic protection poles ", "Monitor in 2018. Land use is not affected", "Unresolved"]]","Erosion (Low)",NULL,Cultivated,NULL,"KP 10+420 to  KP 10+730",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. Land use is not affected","Erosion (Low)",NULL,NULL,NULL,physical,NULL
