tableId,rowIndex,content,issue_pri,issue_sec,land_use,loc_coord,loc_kp,loc_mer,loc_other,loc_tract,loc_utm,status_bin,status_txt,vec_pri,vec_sec,location,status,vec_simple,subvec_simple,VECassigned,soil,vegetation,water,fish,wildlife,species,air,heritage,physical,wetlands,acoustic,navigation,Company_label,Rare
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,19,"[[""Biophysical Element"", ""Legal Land Description (W6M) and Kilometer Post (KP)"", ""Land Use"", ""2011 Issue Identified"", ""Potential Adverse Environmental Effect"", ""Issues Identified in  2012 Monitoring"", ""Recommendations"", ""VEC"", ""GIS"", ""Topic""], [""Alteration  of  Fish and  Fish  Habitat along the Route"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during the 2012 PCMP."", """", ""5. Fish and Fish Habitat"", """", """"]]",<s>--</s>,Alteration  of  Fish and  Fish  Habitat <s>along the Route</s>,<s>--</s>,<s>--</s>,<s>--</s>,W6M,,,,,No environmental issues identified during the 2012 <s>PCMP.</s>,5 . < s > fish and fish habitat</s >,,,,fish,fish,fish,0,0,0,2,1,0,0,0,0,1,1,0,Yes,yes
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,20,"[[""Biophysical Element"", ""Legal Land Description (W6M) and Kilometer Post (KP)"", ""Land Use"", ""2011 Issue Identified"", ""Potential Adverse Environmental Effect"", ""Issues Identified in  2012 Monitoring"", ""Recommendations"", ""VEC"", ""GIS"", ""Topic""], [""Increased Sedimentation"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during the 2012"", """", ""5. Fish and Fish Habitat"", """", """"]]",<s>--</s>,Increased <s>Sedimentation</s>,<s>--</s>,<s>--</s>,<s>--</s>,W6M,,,,,No environmental issues identified during the 2012,5 . < s > fish and fish habitat</s >,,,,fish,fish,fish,0,0,0,2,1,0,0,0,0,1,1,0,Yes,yes
3dd1dd04-671e-4195-b3b2-f435b8815ba0,6,"[[""Environmental Issues"", ""Location"", ""Issue and Mitigative Measures to be Implemented"", ""Status"", ""Proposed Post-Construction Measures"", ""VEC"", ""GIS"", ""Topic""], [""Seeding of Topsoil Berm"", ""Plant Site"", ""Commitment to NEB and BC Land Reserve to seed berm."", ""Resolved. Re-seeded following  reclamation works carried out at Boulder Creek in summer of 2005."", ""Monitor seeding success in 2006."", ""Vegetation and Regeneration"", """", """"]]",Seeding of Topsoil Berm,Commitment to NEB and BC Land Reserve to seed berm.,,,Plant Site,,Plant Site,,,,Resolved. Re-seeded following  reclamation works carried out at Boulder Creek in summer of 2005.,vegetation and regeneration,seed of topsoil berm,,,vegetation,vegetation,vegetation,0,1,0,0,0,0,0,0,0,0,0,0,Yes,No
506176a6-8fd4-4917-91a8-887107d921bd,14,"[[""Environmental Issues"", ""Assessed Location(s)"", ""Mitigative Measures and Observations in 2009"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(b) weed introduction and spread"", ""Pig traps"", ""See Vegetation element •"", ""Resolved"", ""See Vegetation element"", ""11.  PIGGING FACILITIES"", """", """"]]",(b) weed introduction and spread,See Vegetation element •,,,,,Pig traps,,,Resolved,,11 . pig facility,see vegetation element •,,,vegetation,vegetation,vegetation,0,1,0,0,0,0,0,0,0,0,0,0,Yes,No
66e4d6ae-6ff9-4975-81ce-ef912dac1535,39,"[[""Biophysical Element"", ""Alignment Sheet No."", ""Legal Land Description (W6M) and Kilometre Post (KP)"", ""Land Use"", ""Outstanding Issue"", ""Potential Adverse Environmental Effect"", ""Proposed Action and Schedule"", ""2012 Monitoring and remediation work completed"", ""VEC"", ""GIS"", ""Topic""], [""Weed introduction and spread"", ""1"", ""SE 10-74-11, KP 18.8 to KP 19.0"", ""Hay"", ""• Moderate density of stinkweed, narrow-leaved hawk's-beard and wild oats observed on right-of-way"", ""Reduce crop growth"", ""Control weeds and monitor in 2012."", ""No weed issue identified 2012 monitor 2013"", ""3. Vegetation"", """", """"]]","• Moderate density of stinkweed, narrow-leaved hawk's-beard and wild oats observed on right-of-way",Weed introduction and spread,Hay,"SE 10-74-11, KP 18.8 to KP 19.0","SE 10-74-11, KP 18.8 to KP 19.0",W6M,,,,,Control weeds and monitor in 2012.,3 . vegetation,weed introduction and spread,,,vegetation,vegetation,vegetation,0,1,0,0,0,0,0,0,0,0,0,0,Yes,No
66e4d6ae-6ff9-4975-81ce-ef912dac1535,45,"[[""Biophysical Element"", ""Alignment Sheet No."", ""Legal Land Description (W6M) and Kilometre Post (KP)"", ""Land Use"", ""Outstanding Issue"", ""Potential Adverse Environmental Effect"", ""Proposed Action and Schedule"", ""2012 Monitoring and remediation work completed"", ""VEC"", ""GIS"", ""Topic""], [""Loss of species at Risk or Species of Special Status"", ""--"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during preconstruction activities"", ""No environmental issues identified during preconstruction activities"", ""8. Species at Risk or Species of Special Status"", """", """"]]",--,Loss of species at Risk or Species of Special Status,--,--,--,W6M,,,,,No environmental issues identified during preconstruction activities,8 . specie at or specie of special status,loss of specie at or specie of special status,,,species,species,vegetation,0,1,0,0,1,1,0,1,1,0,1,0,Yes,No
87cb136f-07b5-44b6-a477-93b07c77b33c,6,"[[""Environmental Issues"", ""Assessed Location(s)"", ""Mitigative Measures and Observations in 2009"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(a) loss or alteration of vegetation important to wildlife"", ""Entire route"", ""Few areas of poor growth were noted along the pipeline route • during the 2009 PCM and vegetation establishment generally appears successful along the right-of-way."", ""Resolved"", ""Continue to monitor the re-establishment of ground cover during routine Operations and Maintenance activities."", ""5. VEGETATION"", """", """"]]",(a) loss or alteration of vegetation important to wildlife,Few areas of poor growth were noted along the pipeline route • during the 2009 PCM and vegetation establishment generally appears successful along the right-of-way.,,,Few areas of poor growth were noted along the pipeline route • during the 2009 PCM and vegetation establishment generally appears successful along the right-of-way.,,Entire route,,,,Resolved,5 . vegetation,,,,vegetation,vegetation,vegetation,0,1,0,0,0,0,0,0,0,0,0,0,Yes,No
d1493252-b819-482d-8fb9-878c49c59a1c,2,"[[""Environmental Issues"", ""Location"", ""Mitigative Measures Recommended/Implemented and Observational History1"", ""Status2"", ""Proposed Measures for 2002"", ""VEC"", ""GIS"", ""Topic""], [""Weed proliferation"", ""KP 663.0 to KP 664.0;  KP 724.8 to KP 726.0;  KP 926.9 to KP 927.0"", ""--  May require seeding and weed control during the 2001 growing season.   KP 663.0 to KP 664.0; Seed rows visible, but still weedy. -  KP 724.8 to KP 726.0; leafy spurge noted on the right-of-way in 2001.  Midland Vegetation sprayed weeds mid-October and will monitor in spring 2002. -  KP 926.9 to KP 927.0; Weedy, but some seed catch under weeds."", ""Resolved"", ""PLM to monitor revegetation and weed growth in 2002 Weed control will be implemented in areas as needed"", ""1. LOSS OF AGRICULTURAL CAPABILITY"", """", """"]]",Weed proliferation,"--  May require seeding and weed control during the 2001 growing season.   KP 663.0 to KP 664.0; Seed rows visible, but still weedy. -  KP 724.8 to KP 726.0; leafy spurge noted on the right-of-way in 2001.  Midland Vegetation sprayed weeds mid-October and",,,KP 663.0 to KP 664.0;  KP 724.8 to KP 726.0;  KP 926.9 to KP 927.0,,,,,Resolved,,1 . loss of agricultural capability,"-- may require seeding and weed during the 2001 grow season . kp 663.0 to kp 664.0 ; seed visible , but still weedy . - kp 724.8 to kp 726.0 ; leafy spurge note on the right - of - way in 2001 . midland vegetation spray weed mid - october and will in spri",,,soil,agricultural capability,vegetation,0,4,0,0,0,0,0,0,1,0,0,0,Yes,No
d1493252-b819-482d-8fb9-878c49c59a1c,3,"[[""Environmental Issues"", ""Location"", ""Mitigative Measures Recommended/Implemented and Observational History1"", ""Status2"", ""Proposed Measures for 2002"", ""VEC"", ""GIS"", ""Topic""], [""Weed proliferation"", ""KP 676.8 to KP 677.5"", ""--  Leafy spurge noted on right-of-way. -  Leafy spurge noted and eradi-cated during summer 2000 post-construction monitoring. -  May require further weed control during the 2001 growing season.  No leafy spurge noted in 2001."", ""Resolved"", ""-"", ""1. LOSS OF AGRICULTURAL CAPABILITY"", """", """"]]",Weed proliferation,--  Leafy spurge noted on right-of-way. -  Leafy spurge noted and eradi-cated during summer 2000 post-construction monitoring. -  May require further weed control during the 2001 growing season. <s> No leafy spurge noted in 2001.</s>,,,KP 676.8 to KP 677.5,,,,,Resolved,,1 . loss of agricultural capability,-- leafy spurge note on right - of - way . - leafy spurge note and eradi - cat during summer 2000 post - construction monitoring . - may require further weed during the 2001 grow season . < s > no leafy spurge note in 2001.</s >,,,soil,agricultural capability,vegetation,0,1,0,0,0,0,0,0,0,0,0,0,Yes,No
419a1263-484c-4b4c-9b25-8dee0e17f361,4,"[[""Environmental Issues"", ""Location"", ""Mitigative Measures Recommended/Implemented and Observational History1"", ""Status"", ""Proposed Measures for 20022"", ""VEC"", ""GIS"", ""Topic""], ["""", ""KP 1190.0 to KP 1192.6; KP 1072.2 to KP 1074.0"", ""--  May require reseeding and weed control.   KP 1190.0 to 1192.6; Leafy spurge very prevalent on right-of-way and off.  Area has been sprayed twice this year.  PLM will monitor in spring 2002. -  KP 1072.2 to KP 1074.0; Leafy spurge noted on right-of-way. Leafy spurge has been cut once this year and will be sprayed in spring 2002."", ""Resolved"", ""PLM will monitor right-of-way for leafy spurge 2002 and take remedial measures, as required."", ""1. LOSS OF AGRICULTURAL CAPABILITY"", """", """"]]",,--  May require reseeding and weed control.   KP 1190.0 to 1192.6; Leafy spurge very prevalent on right-of-way and off.  Area has been sprayed twice this year.  PLM will monitor in spring 2002. -  KP 1072.2 to KP 1074.0; Leafy spurge noted on right-of-way,,,KP 1190.0 to KP 1192.6; KP 1072.2 to KP 1074.0,,,,,Resolved,,1 . loss of agricultural capability,,,,soil,agricultural capability,soil,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No
5027e8a6-e6bc-43e1-bbeb-014fe4b9c12f,2,"[[""Environmental Issues"", ""Location"", ""Mitigative Measures and Observations in 2009"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(a) Strippings / subsoil mixing"", ""Entire route"", ""Strippings were replaced over the stripped areas ? along the pipeline route. Vegetation establishment was not observed to be ? impacted by minor surface admixing in 2009."", ""Resolved"", ""Continue to monitor the re-establishment of ground cover during routine Operations and Maintenance activities."", ""2. SOIL AND SOIL PRODUCTIVITY"", """", """"]]",(a) Strippings / subsoil mixing,Strippings were replaced over the stripped areas ? along the pipeline route. Vegetation establishment was not observed to be ? impacted by minor surface admixing in 2009.,,,,,Entire route,,,Resolved,Continue to monitor the re-establishment of ground cover during routine Operations and Maintenance activities.,2 . soil and soil productivity,stripping be replace over the strip area ? along the pipeline route . vegetation establishment be not to be ? by minor surface admix in 2009 .,,,soil,soil,soil,2,0,0,0,0,0,0,0,1,0,0,0,Yes,No
506176a6-8fd4-4917-91a8-887107d921bd,13,"[[""Environmental Issues"", ""Assessed Location(s)"", ""Mitigative Measures and Observations in 2009"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(a) strippings/subsoil mixing"", ""Pig traps"", ""See Soil Capability element •"", ""Resolved"", ""See Soil Capability element"", ""11.  PIGGING FACILITIES"", """", """"]]",(a) strippings/subsoil mixing,See Soil Capability element •,,,,,Pig traps,,,Resolved,,11 . pig facility,see soil capability element •,,,soil,soil,soil,1,0,0,0,0,0,0,0,0,0,0,0,Yes,No
66e4d6ae-6ff9-4975-81ce-ef912dac1535,10,"[[""Biophysical Element"", ""Alignment Sheet No."", ""Legal Land Description (W6M) and Kilometre Post (KP)"", ""Land Use"", ""Outstanding Issue"", ""Potential Adverse Environmental Effect"", ""Proposed Action and Schedule"", ""2012 Monitoring and remediation work completed"", ""VEC"", ""GIS"", ""Topic""], [""Lowering of Soil Productivity through Topsoil/Subsoil Admixing"", ""--"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during the 2011 PCMP."", """", ""2. Soil and Soil Productivity"", """", """"]]",--,Lowering of Soil Productivity through Topsoil/Subsoil Admixing,--,--,--,W6M,,,,,No environmental issues identified during the 2011 PCMP.,2 . soil and soil productivity,lower of soil productivity through topsoil / subsoil admix,,,soil,soil,soil,2,0,0,0,0,0,0,0,1,0,0,0,Yes,No
93e99009-f868-4e36-9c30-d21c87bb1d7e,3,"[[""Environmental Issues"", ""Location"", ""Mitigative Measures and Observations in 2007"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(b) Trench subsidence and crowning"", ""Entire route"", ""A slight crown was left over the trench to compensate for ? settlement along the majority of the route. Excess crowning was observed along a segment near ? inspection site 1."", ""Resolved"", ""Excess crown appears to be settling within the trench line. Continue to monitor for trench settlement during normal Operations and Maintenance activities."", ""2. SOIL CAPABILITY"", """", """"]]",(b) Trench subsidence and crowning,A slight crown was left over the trench to compensate for ? settlement along the majority of the route. Excess crowning was observed along a segment near ? inspection site 1.,,,Entire route,,Entire route,,,Resolved,A slight crown was left over the trench to compensate for ? settlement along the majority of the route. Excess crowning was observed along a segment near ? inspection site 1.,2 . soil capability,,,,soil,soil,soil,1,0,0,0,0,0,0,0,0,0,0,0,Yes,No
9f441b71-4385-4f8a-93d8-169ee69073ec,13,"[[""Potential Adverse Environmental Effect"", ""Identified Issue"", ""Location(s) (KL/KP)"", ""2012 Post-Construction Observations and/or Monitoring"", ""Issue Resolution Status at End of 2012"", ""Implemented or Recommended Measures to Resolve Issues"", ""VEC"", ""GIS"", ""Topic""], [""Lowering of topsoil or root zone material capability through improper topsoil or root zone material/subsoil handling"", ""Potential for soil mixing due to subsoil spilling on topsoil or root zone material"", ""460.5 to 460.8"", ""Grass vegetation establishing well."", ""Resolved"", ""N/A"", ""SOIL AND SOIL PRODUCTIVITY"", """", """"]]",Lowering of topsoil or root zone material capability through improper topsoil or root zone material/subsoil handling,Potential for soil mixing due to subsoil spilling on topsoil or root zone material,,,460.5 to 460.8,,460.5 to 460.8,,,Resolved,N/A,soil and soil productivity,,,,soil,soil,soil,2,0,0,0,0,0,0,0,1,0,0,0,Yes,No
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,6,"[[""Biophysical Element"", ""Legal Land Description (W6M) and Kilometer Post (KP)"", ""Land Use"", ""2011 Issue Identified"", ""Potential Adverse Environmental Effect"", ""Issues Identified in  2012 Monitoring"", ""Recommendations"", ""VEC"", ""GIS"", ""Topic""], [""Lowering of Soil Productivity through Topsoil/Subsoil Admixing"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during the 2012 PCMP"", """", ""2. Soil and Soil Productivity"", """", """"]]",<s>--</s>,Lowering of Soil Productivity through Topsoil/Subsoil <s>Admixing</s>,<s>--</s>,<s>--</s>,<s>--</s>,W6M,,,,,No environmental issues identified during the 2012 <s>PCMP</s>,2 . < s > soil and soil productivity</s >,,,,soil,soil,soil,2,0,0,0,0,0,0,0,1,0,0,0,Yes,No
ff8358e1-1ad6-46c0-84c7-a7c790040dfd,8,"[[""Environmental Issues"", ""Location"", ""Mitigative Measures and Observations in 2007"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(c) trench subsidence and crowning"", ""Entire route"", ""No issues were noted in 2007. •"", ""Resolved"", ""Continue to monitor for trench settlement during normal Operations and Maintenance activities."", ""A.  SOIL CAPABILITY"", """", ""ADDITIONAL ENVIRONMENTAL ISSUES IDENTIFIED DURING CONSTRUCTION""]]",(c) trench subsidence and crowning,No issues were noted in 2007. •,,,,,Entire route,,,Resolved,,a. soil capability,no be note in 2007 . •,,,soil,soil,soil,1,0,0,0,0,0,0,0,0,0,0,0,Yes,No
3dd1dd04-671e-4195-b3b2-f435b8815ba0,1,"[[""Environmental Issues"", ""Location"", ""Issue and Mitigative Measures to be Implemented"", ""Status"", ""Proposed Post-Construction Measures"", ""VEC"", ""GIS"", ""Topic""], [""Removal of Roach"", ""Kwoen Re-Injection Pipeline ROW (various locations Kp 0 to 10 )"", ""AVC was issued by the NEB (27/08/2003) for roach, varying in height from 30 to 100 cm left permanently over the ditchline.  NEB requested roach be removed opportunistically during future maintenance and construction."", ""Resolved from km 0 through 1.3. Roach was removed here during Goodrich Project construction."", ""Outstanding commitment to remove permanent roach over other sections during any future maintenance or construction activities."", ""Erosion Control and Terrain"", """", """"]]",Removal of Roach,"AVC was issued by the NEB (27/08/2003) for roach, varying in height from 30 to 100 cm left permanently over the ditchline.  NEB requested roach be removed opportunistically during future maintenance and construction.",,,Kwoen Re-Injection Pipeline ROW (various locations Kp 0 to 10 ),,Kwoen Re-Injection Pipeline ROW (various locations Kp 0 to 10 ),,,,Resolved from km 0 through 1.3. Roach was removed here during Goodrich Project construction.,erosion and terrain,removal of roach,,,physical,erosion,physical,0,0,0,0,0,0,0,0,1,0,0,0,Yes,No
3dd1dd04-671e-4195-b3b2-f435b8815ba0,2,"[[""Environmental Issues"", ""Location"", ""Issue and Mitigative Measures to be Implemented"", ""Status"", ""Proposed Post-Construction Measures"", ""VEC"", ""GIS"", ""Topic""], [""Slope Failure"", ""Plant Site"", ""Slope failure on the west boundary of the plant site."", ""Resolved. Surface water managed. No further erosion has occurred."", ""N/A"", ""Erosion Control and Terrain"", """", """"]]",Slope Failure,Slope failure on the west boundary of the plant site.,,,Plant Site,,Plant Site,,,,Resolved. Surface water managed. No further erosion has occurred.,erosion and terrain,slope failure,,,physical,erosion,physical,0,0,0,0,0,0,0,0,1,0,0,0,Yes,No
5027e8a6-e6bc-43e1-bbeb-014fe4b9c12f,1,"[[""Environmental Issues"", ""Location"", ""Mitigative Measures and Observations in 2009"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(a) Slope and fill stability"", ""Entire route"", ""See Soil and Soil Productivity element ?"", ""Resolved"", ""See Soil and Soil Productivity element"", ""1. PHYSICAL ENVIRONMENT"", """", """"]]",(a) Slope and fill stability,See Soil and Soil Productivity element ?,,,,,Entire route,,,Resolved,See Soil and Soil Productivity element,1 . physical environment,see soil and soil productivity element ?,,,physical,physical environment,physical,0,0,0,0,0,0,0,0,1,0,0,1,Yes,No
506176a6-8fd4-4917-91a8-887107d921bd,1,"[[""Environmental Issues"", ""Assessed Location(s)"", ""Mitigative Measures and Observations in 2009"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(a) fill/backfill instability"", ""Entire route"", ""No issues were noted during the 2009 PCM. •"", ""Resolved"", ""Continue to monitor for trench settlement during routine Operations and Maintenance activities."", ""1. PHYSICAL ENVIRONMENT"", """", """"]]",(a) fill/backfill instability,No issues were noted during the 2009 PCM. •,,,,,Entire route,,,Resolved,,1 . physical environment,no be note during the 2009 pcm . •,,,physical,physical environment,physical,0,0,0,0,0,0,0,0,1,0,0,1,Yes,No
