333e1e53-8897-41fa-acbd-86be8afb31c7,20,,Rare Plant (KP 8+500),"Two northwestern grape ferns (S3) were observed on July 30, 2014. Issue resolved","- No noxious weeds were identified. Aug 31, 2016 – KP 8+000 – Marker posts repaired, issue resolved.",,- No erosion or subsidence was identified within 1/4.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location,1st Year Issue/ Condition,1st Year (2014) Issue(s),3rd Year (2016) PCRM Assessment and Work Completed,4th Year (2017) PCRM Assessment and Work Completed,5th Year (2018) PCRM Assessment and Work Completed,,,,,,,,,,,,
333e1e53-8897-41fa-acbd-86be8afb31c7,21,,Rare Plant (KP 8+500),"Three scalloped moonwort (S1) were observed on July 30, 2014. Issue resolved","- No noxious weeds were identified. Aug 31, 2016 – KP 8+000 – Marker posts repaired, issue resolved.",,- No erosion or subsidence was identified within 1/4.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location,1st Year Issue/ Condition,1st Year (2014) Issue(s),3rd Year (2016) PCRM Assessment and Work Completed,4th Year (2017) PCRM Assessment and Work Completed,5th Year (2018) PCRM Assessment and Work Completed,,,,,,,,,,,,
333e1e53-8897-41fa-acbd-86be8afb31c7,51,NE 13-96-7 W6,Rare Plant (KP 20+500),"No golden saxifrage (S3?) were observed on July 30, 2014. Habitat is suitable for this species at this location. Further monitoring recommended.","Aug 21, 2016 - Species (golden saxifrage) not observed at the historically recorded pre-disturbance location. Golden Saxifrage is now ranked as an S4 (apparently secure, taxon is uncommon but not rare) (ACIMS, 2016). As the species is no longer considered rare in Alberta, no further monitoring will be conducted on the Project. Issue resolved.","July 11, 2017 - Vegetation establishment is 80-100% comparable to off RoW control. Good establishment of grasses, broadleaf shrubs, spruce and aspen. Pine trees establishing well throughout tract.  - No noxious weeds observed in tract.  - Trench crown present throughout tract and stable; cross drains are functioning well. - KP 20+640 – Erosion repaired with cobble, issue resolved. - Diversion berms in tract appear to be functioning well with good vegetation establishment. - No subsidence or erosion issues were identified in tract. October 2, 2017 - No noxious weeds were observed.","July 25, 2018 - Vegetation cover is 80-100% compared to off RoW with desirable species found throughout. RoW displays similar vegetation composition to off RoW. Good natural recovery of native broadleaves, shrubs, grasses, willows, poplars, green alders, found throughout RoW. Trees up to 2-3m tall. Birds foot trefoil, clover and vetch observed throughout RoW. - Vegetation heights throughout RoW are providing a functional line of sight break. - Spruce tree plots are 1 – 1.2m tall. - No noxious weeds were identified. - Ditch crown present. Cross drains are vegetated and functioning. - No erosion or subsidence issues.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location,1st Year Issue/ Condition,1st Year (2014) Issue(s),3rd Year (2016) PCRM Assessment and Work Completed,4th Year (2017) PCRM Assessment and Work Completed,5th Year (2018) PCRM Assessment and Work Completed,,,,,,,,,,,,
333e1e53-8897-41fa-acbd-86be8afb31c7,52,NE 13-96-7 W6,Erosion (KP 20+630),"Erosion rills observed along the long sloping stretch in this area. Issues continue for approximately 100 m. This issue is not near a watercourse so there is no risk of sedimentation, but should be repaired to avoid gully formations. This issue was repaired in January 2015.","July 3, 2016 – Erosion at this location is no longer evident, issue resolved.","July 11, 2017 - Vegetation establishment is 80-100% comparable to off RoW control. Good establishment of grasses, broadleaf shrubs, spruce and aspen. Pine trees establishing well throughout tract.  - No noxious weeds observed in tract.  - Trench crown present throughout tract and stable; cross drains are functioning well. - KP 20+640 – Erosion repaired with cobble, issue resolved. - Diversion berms in tract appear to be functioning well with good vegetation establishment. - No subsidence or erosion issues were identified in tract. October 2, 2017 - No noxious weeds were observed.","July 25, 2018 - Vegetation cover is 80-100% compared to off RoW with desirable species found throughout. RoW displays similar vegetation composition to off RoW. Good natural recovery of native broadleaves, shrubs, grasses, willows, poplars, green alders, found throughout RoW. Trees up to 2-3m tall. Birds foot trefoil, clover and vetch observed throughout RoW. - Vegetation heights throughout RoW are providing a functional line of sight break. - Spruce tree plots are 1 – 1.2m tall. - No noxious weeds were identified. - Ditch crown present. Cross drains are vegetated and functioning. - No erosion or subsidence issues.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location,1st Year Issue/ Condition,1st Year (2014) Issue(s),3rd Year (2016) PCRM Assessment and Work Completed,4th Year (2017) PCRM Assessment and Work Completed,5th Year (2018) PCRM Assessment and Work Completed,,,,,,,,,,,,
333e1e53-8897-41fa-acbd-86be8afb31c7,55,NE 14-96-7 W6,Steep Slope Low/Moderate Vegetation Establishment,,"July 13, 2016 - - KP 22+175 to 22+400 - Erosion issue on east hillslope due to limited vegetation cover (Low; 0 – 50 % vegetation cover compared to off right-of-way), recommend removal of existing erosion control materials that are no longer effective, repair of erosion, and re-installation of erosion control materials. Sept 4 – 8, 2016 – Erosion on hillslope repaired by hand with the construction of soil breakers, installation of straw wattles, removal of previous erosion control materials and seeding with approved seed mix. Continue to monitor hillslope recovery.","June 29, 2017 - All of the erosion control measures implemented in 2016 are functioning and providing protection against additional erosion within the sloped area. - KP 22+280 – Installation of additional erosion control measures recommended. - KP 22+300 – Minor erosion remaining, installation of additional erosion control measures recommended. - The silt fence along the north side of the right of way requires repair. - Slope remains poorly vegetated monitor later in growing season. July 11, 2017 - 80-100% vegetation establishment (broadleaf shrubs) from KP 22+175 to 22+250 on hill slope. Remainder of hill slope exhibiting 0-50% vegetation growth, recommend seeding with approved seed mix. - KP 22+400 - Installation of additional erosion control measures recommended. August 30, 2017 – KP 22+280, 22+300, and 22+400 – Additional erosion control measures installed, issue resolved. - Silt fence repaired along north edge of ROW, issue resolved. October 2, 2017 - No noxious weeds were observed. October 5, 2017 - Seeded approved seed mixture to areas of low vegetation cover. Issue resolved.","July 25, 2018 - Previous erosion control measures implemented have been effective and providing intended function.  - Vegetation has recovered across upper hill slope (80 – 100%). Vegetation is establishing in from outer boundaries.  - Limited vegetation cover noted on majority of hillslope (0- 50%) - Recommend reseeding hill slope. October 16, 2018 - Created 51 microsites on the hill slope with Biotic Earth. Installed wattles on shoulder of slope of microsite to prevent any erosion from spring run-off. Seeded microsites with an approved seed mix. Spread a tackifier on the microsite and sprayed with water.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location,1st Year Issue/ Condition,1st Year (2014) Issue(s),3rd Year (2016) PCRM Assessment and Work Completed,4th Year (2017) PCRM Assessment and Work Completed,5th Year (2018) PCRM Assessment and Work Completed,,,,,,,,,,,,
333e1e53-8897-41fa-acbd-86be8afb31c7,77,NE 30-96-9 W6,Rare Plant (Cranberry Hydrostatic Site),"Two clusters of approximately 70 and 6 western jacob’s-ladder were observed on July 30, 2014. Issue resolved.",,to allow for hydrology to be maintained. - Substrate appears stable through uniform vegetation growth throughout wetland; substrate has a low moisture holding capacity. No peat depth and minimal organics identified in substrate on and off RoW. - Wetland is showing dry conditions on and off RoW. - Depression observed at KP 31+850 due to Hydrovac activity at pipeline crossing. Area is showing some rushes establishing; not a result of project construction. Monitor area for stabilization later in season.  - Wetland showing good habitat potential for wildlife. - Wetland is stable with appropriate pre-construction contours achieved. Off RoW species have successfully advanced onto RoW; species biodiversity has been maintained. No net loss of wetland function was observed.,"clover, milk vetch, yellow rattle, wild rose, horsetail, and various shrubs. Good establishment of aspen, alder and willows throughout wetland on RoW. - Planted white spruce trees throughout wetland appear healthy and are establishing well. - Trench crown present through wetland with sufficient cross-drains for hydrology to be maintained across the RoW. No issues of hydrologic connectivity were noted. - Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Low humification and organics were observed in both on and off RoW substrate samples. No gleying was observed. - Substrate within wetland exhibiting dry conditions. On RoW conditions comparable to off RoW conditions. - Wetland providing good habitat opportunities through good vegetation cover and sufficient snags. Several bird species observed using wetland. - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the RoW. Deciduous trees successfully emerging across RoW.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,47,,Rare Plant (snakeskin liverwort),,"KP 22+330 On August 8, 2013 Rare Plant Specialists visited the location and observed two patches of snakeskin liverwort on the right-of-way as well as golden saxifrage. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,49,,Rare Plant (snakeskin liverwort),,"KP 22+450 On August 8, 2013 Rare Plant Specialists visited the location and observed snakeskin liverwort off the right-of-way along the west edge of the right-of-way boundary. Suitable habitat was observed on the right-of-way. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,53,SW 15-66-7,Rare Plant (snakeskin liverwort),,"KP 22+950 to 23+100 On August 8, 2013 Rare Plant Specialists visited the location and observed snakeskin liverwort on and off the right-of-way along the banks of the creek. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,70,SE 22-65-7,Rare Plant (northern moonwort),,"KP 32+350 On August 8, 2013 Rare Plant Specialists visited the location and observed northern moonwort off the right-of-way. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,76,,Rare Plant (northern moonwort),,"KP 34+700 to 35+500 On August 8, 2013 Rare Plant Specialists visited the location and observed northern moonwort along the east boundary of the right-of-way as well as ascending grape fern. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,82,,Rare Plant (northern moonwort),,"KP 35+800 to 35+860 On August 8, 2013 Rare Plant Specialists visited the location and observed one northern moonwort off the right-of-way along the west edge of the right-of-way boundary. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,84,,Rare Plant (northern moonwort),,"KP 36+140 to 36+200 On August 8, 2013 Rare Plant Specialists visited the location and observed northern moonwort along the west boundary of the right-of-way. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,85,,Rare Plant (ascending grape fern),,"KP 36+150 On August 8, 2013 Rare Plant Specialists visited the location and observed one ascending grape fern off the right-of-way along the west boundary. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,87,,Rare Plant (leather grape fern),,"KP 36+600 On August 8, 2013 Rare Plant Specialists visited the location and observed leather grape fern on the right-of-way. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,88,,Rare Plant (northern moonwort),,"KP 36+800 On August 8, 2013 Rare Plant Specialists visited the location and observed northern moonwort on the south slope along the creek on the right-of-way. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,91,NW 2-65-7,Rare Plant (snakeskin liverwort),,"KP 37+150 On August 8, 2013 Rare Plant Specialists visited the location and did not observe snakeskin liverwort. Suitable habitat was observed at the site, indicating that mitigation was successful. Resolved and unsuccessful (as the target species was not observed): no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location (W6),Land Use,2012 PCMP Recommendation(s),2013 PCRM Assessment and Work Completed,2014 PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
3e9e6cdb-f812-4832-b69c-b8ec0396d585,92,NW 2-65-7,Rare Plant (Macloskey's violet),,"KP 37+150 On August 8, 2013 Rare Plant Specialists visited the location and observed 20 Macloskey’s violet (leaves only) on the north and south banks of the creek. Resolved and successful: no further monitoring is recommended. Issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location,1st Year Issue/ Condition,1st Year (2012) Issue(s),2nd Year (2013) PCRM Assessment and Work Completed,3rd Year (2014) PCRM Assessment and Work Completed,4th Year (2015) PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
44a33e5f-d99e-48ef-ad56-bbb516ec8796,18,,Rare plants – golden saxifrage,,"KP 7+350 On August 7, 2013, Rare Plant Specialists visited the location and did not observe the rare plants. Clover species were dominant on the ROW which potentially inhibited the rare plant’s growth. In addition, high water levels unrelated to project construction (i.e., naturally occurring) were also suspected to have affected the vegetation growth at the site. Resolved and unsuccessful: No further monitoring is recommended, issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location,1st Year Issue/ Condition,1st Year (2012) Issue(s),2nd Year (2013) PCRM Assessment and Work Completed,3rd Year (2014) PCRM Assessment and Work Completed,4th Year (2015) PCRM Assessment and Work Completed,2016 PCRM Assessment and Work Completed,,,,,,,,,,,
44a33e5f-d99e-48ef-ad56-bbb516ec8796,23,,Rare plants – golden saxifrage,,"KP 8+450 On August 7, 2013, Rare Plant Specialists visited the location and did not observe the rare plants. The site could not be accessed as it was located within the boundaries of an elk farm which was fenced off. The rare plant coordinate was off the ROW and there are no indications that the construction activities would have affected the rare plant site (well-developed shrubs between ditchline and rare plant site indicate that construction activities did not occur within habitat). The habitat along the creek looked suitable for golden saxifrage along the edges of the ROW even though the 2013 crew did not observe. Resolved: No further monitoring is recommended, issue resolved.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (KP),Land Use,Issue(s),Observations Noted,Corrective Actions Recommended,Status,,,,,,,,,,,,
741618c3-11b8-4240-9830-1fc9c8bae93d,9,KP 4.050 to KP 4.070,Road Allowance,Erosion,Adjacent pipeline cleanup and landowner activity did not tie  surface flows into the established drainage across the ROW causing erosion channeling adjacent to the drainage.,"Repair erosion gullies, reshape and armor drainage, install  topsoil adjacent to the drainage, install erosion control matting, in the drainage, seed and fertilize (Photo 3 in Section 5.2)",Resolved,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Alignment Sheet#,Approx. KP,Legal Location,Land Use,Environmental Issues,Discipline (field planning),"AMEC PCEM Observations, 2013","AMEC PCEM Observations, 2014","AMEC PCEM Observations, 2015","Amec FW Observations, 2016","Amec FW Observations, 2017","Wood Observations, 2018",Repairs to date,Status                  (Resolved/            Unresolved),Recommended Mitigation Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
8080827a-39bb-44ce-9654-480588a2ca10,84,13,43+300,NE 32-4-1-W2,Organic,Weed cleaning station,Terrestrial,,"August 2014: Some weeds noted - sow thistles, volunteer canola, pigweed.  Weeds located on/off-RoW.","Weedy on- and off-RoW, but comparable to surrounding land use.  Organic land.",,,,None recommended.,Resolved,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location Legal Location (WPM),Location Construction Start KP,Location Construction End KP,Location Environment Start KP,Location Environment End KP,Land Use/ Environmental Feature,Construction KP of Issue,Environment KP of Issue,UTM of Issue (14 U),Issue(s) Observed,Observations/Comments,Repair Work Completed by Enbridge,Status,Recommendations/Notes,,,,
884ee474-44b4-4afa-9a74-6dce6bc4736b,1,NE 17-9-28,0.000,0.059,959.346,959.639,Facility Site/ Disturbed,--,--,--,No issues observed.,2016 – This area was not assessed. The Cromer Terminal is an area of permanent disturbance.,--,Resolved.,No further action required.,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location Legal Location (WPM),Location Construction Start KP,Location Construction End KP,Location Environment Start KP,Location Environment End KP,Land Use/ Environmental Feature,Construction KP of Issue,Environment KP of Issue,UTM of Issue (14 U),Issue(s) Observed,Observations/Comments,Repair Work Completed by Enbridge,Status,Recommendations/Notes,,,,
884ee474-44b4-4afa-9a74-6dce6bc4736b,69,SW 15-9-27 (cont’d),12.100,--,971.736,--,Rare Plant,--,--,--,No issues observed.,2016 – The population of tuberous-rooted sunflower (Helianthus nuttallii ssp. rydbergii) was observed and appeared healthy.,--,Resolved.,No further action required.,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location Legal Location (WPM),Location Construction Start KP,Location Construction End KP,Location Environment Start KP,Location Environment End KP,Land Use/ Environmental Feature,Construction KP of Issue,Environment KP of Issue,UTM of Issue (14 U),Issue(s) Observed,Observations/Comments,Repair Work Completed by Enbridge,Status,Recommendations/Notes,,,,
884ee474-44b4-4afa-9a74-6dce6bc4736b,73,SE 15-9-27,12.500,--,972.139,--,Rare Plant,--,--,--,No issues observed.,2016 – The population of tuberous-rooted sunflower (Helianthus nuttallii ssp. rydbergii) was observed and appeared healthy.,--,Resolved.,No further action required.,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location Legal Location (WPM),Location Construction Start KP,Location Construction End KP,Location Environment Start KP,Location Environment End KP,Land Use/ Environmental Feature,Construction KP of Issue,Environment KP of Issue,UTM of Issue (14 U),Issue(s) Observed,Observations/Comments,Repair Work Completed by Enbridge,Status,Recommendations/Notes,,,,
884ee474-44b4-4afa-9a74-6dce6bc4736b,76,SE 15-9-27 (cont’d),12.600,--,972.239,--,Rare Plant,12.600,972.239,351307E 5511941N,Vegetation – Rare plant.,"2016 – The population of Engelmann’s spikerush (Eleocharis engelmannii) was not observed. The site was densely revegetated with native wetland species, which is undesirable habitat for this species. Original site conditions may return in future years. 2017 – The population of Engelmann’s spikerush was not observed. The site was well revegetated with native wetland species, which is undesirable habitat for this species. Original site conditions may return in future years. 2018 – The population of Engelmann’s spikerush was not observed. The site was less vegetated, an improvement in the habitat preferences for this species.",--,Unresolved.   Monitor for rare plant presence in 2019.,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location Legal Location (WPM),Location Construction Start KP,Location Construction End KP,Location Environment Start KP,Location Environment End KP,Land Use/ Environmental Feature,Construction KP of Issue,Environment KP of Issue,UTM of Issue (14 U),Issue(s) Observed,Observations/Comments,Repair Work Completed by Enbridge,Status,Recommendations/Notes,,,,
884ee474-44b4-4afa-9a74-6dce6bc4736b,94,NE 11-9-27 (cont’d),14.800,--,974.364,--,Rare Plant,--,--,--,No issues observed.,2016 – The population of green needle grass (Nassella viridula) was observed and appeared healthy.,--,Resolved.,No further action required.,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location Legal Location (WPM),Location Construction Start KP,Location Construction End KP,Location Environment Start KP,Location Environment End KP,Land Use/ Environmental Feature,Construction KP of Issue,Environment KP of Issue,UTM of Issue (14 U),Issue(s) Observed,Observations/Comments,Repair Work Completed by Enbridge,Status,Recommendations/Notes,,,,
884ee474-44b4-4afa-9a74-6dce6bc4736b,95,NE 11-9-27 (cont’d),14.900,--,974.464,--,Rare Plant,--,--,353504E 5511411N,Vegetation – Rare plant.,2016 – The population of tuberous-rooted sunflower (Helianthus nuttallii ssp. rydbergii) was not observed. Related species with similar habitat requirements were observed at the site and in surrounding area. 2017 – The population of tuberous-rooted sunflower was not observed. Related species with similar habitat requirements were observed at the site and in surrounding area. 2018 – The population of tuberous-rooted sunflower was not observed. Related species with similar habitat requirements were observed at the site and in surrounding area.,--,Unresolved.   Monitor for rare plant presence in 2019,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Legal Location,Land Use,May 2012 PCRM Assessment,September 2012 PCRM Assessment,2012 Recommendations,2013 PCRM Assessment,2013 Recommendations,,,,,,,,,,,
a67f9b06-b02e-4dff-9a79-4a421d5a04be,11,NE 17-80-12 W6,Airstrip,No issues. Subsided area was repaired in spring of 2012,No issues. Subsided area was repaired in spring of 2012,Monitor 2013,The area with the grass strip is comparable to the TERA report.,No further work required,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (KP),Land Use,Issue(s),Observations Noted,Corrective Actions Recommended,Status,,,,,,,,,,,,
a7d32500-cb44-41ae-8c61-fbf7ce97a052,35,KP 20.539 to KP 22.112,Bishop Property,No issues observ ed,There is ex tensiv e v egetation establishment on the ROW across this property .  Prev ious subsidence concerns w ere repaired and there w as no evidence of further subsidence.  No env ironmental issues w ere observ ed.,No action required,Resolv ed,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (KP),Land Use,Issue(s),Observations Noted,Corrective Actions Recommended,Status,,,,,,,,,,,,
a7d32500-cb44-41ae-8c61-fbf7ce97a052,38,KP 22.112 to KP 23.037,Road Allow ance,Culv ert Concerns,Landow ner expressed concerns that tw o culv erts on the road allow ance into his property  had frozen causing ov erflow  and w ashing on the access trail to his property  (no damage to the road bed could be seen how ev er the landow ner concern w as addressed).  This is a periodic seasonal concern not uncommon w ith culv erts.,"To help address this concern the top 2 culv erts (18 inch culv erts) on the access trail were remov ed and replaced w ith 24 inch culv erts.  The remov ed culverts were both installed upslope to further reduce and distribute flow s.  There are now a total of 7 cross-drain culv erts on the slope from about KP 22.500 to KP 23.000 (see Photos 9 and 10 in Section 5.2).  There are no watercourses in the area, only  surface flow s from the adjacent minor slopes.",Resolv ed,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (KP),Land Use,Issue(s),Observations Noted,Corrective Actions Recommended,Status,,,,,,,,,,,,
